,M,N,lb,ub,makespan,iters,total_t,prep_t,iter_t,d,tau,pmax,pmin,cols,box_size,box_bound
485,4,30,100,800,0.0,1,0.0,0.0,0.0,4,1,759,170,1146.0,868.0,17.0
486,4,30,100,800,2728.0,13,1692142.0,8.0,1692134.0,3,2,485,322,215.15384615384616,941.5384615384615,21.0
487,4,30,100,800,3319.0,14,130157.0,7.0,130150.0,2,1,533,398,47.714285714285715,240.64285714285714,22.0
488,4,30,100,800,0.0,1,0.0,0.0,0.0,5,2,757,115,1075.0,2460.0,23.0
489,4,30,100,800,1721.0,12,472.0,7.0,465.0,2,2,729,248,37.166666666666664,689.3333333333334,29.0
490,4,30,100,800,2062.0,14,436891.0,10.0,436881.0,4,3,751,249,1321.4285714285713,2144.785714285714,12.0
491,4,30,100,800,0.0,1,0.0,0.0,0.0,6,2,710,189,4162.0,3536.0,20.0
492,4,30,100,800,0.0,1,0.0,0.0,0.0,5,1,760,195,1615.0,1134.0,14.0
493,4,30,100,800,0.0,1,0.0,0.0,0.0,4,2,631,200,1519.0,2470.0,19.0
494,4,30,100,800,1963.5,13,1311.0,6.0,1305.0,2,2,583,319,78.6923076923077,679.8461538461538,22.0
495,4,30,100,800,0.0,6,0.0,0.0,0.0,5,3,705,382,936.6666666666666,3027.5,19.0
496,4,30,100,800,0.0,1,0.0,0.0,0.0,5,1,615,190,960.0,1720.0,20.0
497,4,30,100,800,0.0,1,0.0,0.0,0.0,5,2,671,229,3770.0,2460.0,18.0
498,4,30,100,800,0.0,1,0.0,0.0,0.0,4,2,721,140,760.0,2340.0,18.0
499,4,30,100,800,1430.0,12,537.0,6.0,531.0,2,2,489,220,37.583333333333336,672.0,29.0
500,6,30,100,800,0.0,1,0.0,0.0,0.0,4,2,636,171,2547.0,1736.0,15.0
501,6,30,100,800,1347.5,15,16480.0,8.0,16472.0,3,4,689,324,97.46666666666667,1633.6,28.0
502,6,30,100,800,600.0,12,17480.0,7.0,17473.0,2,2,744,114,24.416666666666668,568.1666666666666,29.0
503,6,30,100,800,0.0,1,0.0,0.0,0.0,7,2,663,137,34171.0,1998.0,9.0
504,6,30,100,800,0.0,1,0.0,0.0,0.0,7,2,768,139,15175.0,2530.0,12.0
505,6,30,100,800,0.0,1,0.0,0.0,0.0,5,4,655,242,5037.0,5312.0,16.0
506,6,30,100,800,0.0,1,0.0,0.0,0.0,6,3,653,140,17051.0,2820.0,10.0
507,6,30,100,800,0.0,1,0.0,0.0,0.0,3,2,629,292,450.0,2112.0,22.0
508,6,30,100,800,1321.0,15,1151316.0,8.0,1151308.0,4,4,705,116,558.2666666666667,2941.3333333333335,17.0
509,6,30,100,800,0.0,1,0.0,0.0,0.0,5,1,704,110,6049.0,584.0,8.0
510,6,30,100,800,798.0,12,52372593.0,5.0,52372588.0,2,1,299,133,14.0,168.66666666666666,29.0
511,6,30,100,800,0.0,1,0.0,0.0,0.0,6,3,670,316,16739.0,3528.0,12.0
512,6,30,100,800,1182.5,14,25569905.0,9.0,25569896.0,3,2,555,319,176.07142857142858,623.0,13.0
513,6,30,100,800,1781.0,14,20777941.0,7.0,20777934.0,3,2,705,538,163.85714285714286,553.2857142857143,13.0
514,6,30,100,800,944.0,14,14175.0,7.0,14168.0,3,4,612,332,187.78571428571428,1880.0,25.0
515,6,30,100,800,0.0,1,0.0,0.0,0.0,5,2,780,124,2380.0,2268.0,17.0
516,6,30,100,800,0.0,1,0.0,0.0,0.0,4,2,732,473,866.0,2340.0,21.0
517,6,30,100,800,0.0,1,0.0,0.0,0.0,4,1,768,115,132.0,1024.0,27.0
518,6,30,100,800,938.5,14,40756501.0,9.0,40756492.0,4,3,655,163,353.2857142857143,3250.285714285714,17.0
519,6,30,100,800,0.0,1,0.0,0.0,0.0,4,1,608,178,1301.0,720.0,12.0
520,6,30,100,800,0.0,1,0.0,0.0,0.0,7,2,588,128,5219.0,4216.0,19.0
521,6,30,100,800,0.0,1,0.0,0.0,0.0,8,4,789,186,32779.0,6576.0,12.0
522,6,30,100,800,527.333,13,5180363.0,8.0,5180355.0,3,3,718,149,69.3076923076923,1502.076923076923,26.0
523,6,30,100,800,0.0,1,0.0,0.0,0.0,4,2,680,293,2700.0,1736.0,14.0
524,6,30,100,800,0.0,1,0.0,0.0,0.0,5,1,669,342,2962.0,948.0,12.0
525,6,30,100,800,1381.67,15,402724.0,8.0,402716.0,3,3,680,195,302.06666666666666,1331.6,14.0
526,6,30,100,800,0.0,1,0.0,0.0,0.0,6,2,762,310,691.0,4240.0,25.0
527,6,30,100,800,0.0,1,0.0,0.0,0.0,4,3,721,417,829.0,3510.0,19.0
528,6,30,100,800,0.0,1,0.0,0.0,0.0,3,2,749,700,508.0,1564.0,21.0
529,6,30,100,800,0.0,1,0.0,0.0,0.0,6,2,794,128,3432.0,3990.0,19.0
530,6,30,100,800,0.0,1,0.0,0.0,0.0,4,2,461,280,2586.0,1736.0,14.0
531,6,30,100,800,1870.0,14,46.0,5.0,41.0,1,1,374,374,7.571428571428571,60.57142857142857,30.0
532,6,30,100,800,0.0,1,0.0,0.0,0.0,5,1,737,308,368.0,1328.0,25.0
533,6,30,100,800,0.0,1,0.0,0.0,0.0,3,2,686,198,674.0,1032.0,17.0
534,6,30,100,800,0.0,1,0.0,0.0,0.0,3,1,747,312,232.0,987.0,22.0
535,6,30,100,800,0.0,1,0.0,0.0,0.0,4,3,796,272,2166.0,2835.0,15.0
536,6,30,100,800,0.0,1,0.0,0.0,0.0,4,2,680,351,2147.0,1736.0,14.0
537,6,30,100,800,1240.75,16,49294745.0,9.0,49294736.0,3,4,710,545,186.125,1176.5,23.0
538,6,30,100,800,0.0,1,0.0,0.0,0.0,7,4,748,423,31016.0,6720.0,14.0
539,6,30,100,800,0.0,1,0.0,0.0,0.0,5,2,319,126,4460.0,1896.0,12.0
540,6,30,100,800,0.0,1,0.0,0.0,0.0,7,1,751,202,9961.0,2108.0,17.0
541,6,30,100,800,370.667,13,2086.0,8.0,2078.0,2,3,782,139,25.76923076923077,648.6923076923077,29.0
542,6,30,100,800,0.0,1,0.0,0.0,0.0,4,1,693,215,1277.0,1024.0,16.0
543,6,30,100,800,0.0,1,0.0,0.0,0.0,3,2,465,198,740.0,1656.0,18.0
544,6,30,100,800,702.0,15,61175789.0,10.0,61175779.0,4,4,468,150,327.6,2556.8,20.0
545,6,30,100,800,0.0,1,0.0,0.0,0.0,5,4,578,158,7693.0,4160.0,13.0
546,6,30,100,800,0.0,1,0.0,0.0,0.0,5,4,510,158,2434.0,4536.0,21.0
547,6,30,100,800,0.0,1,0.0,0.0,0.0,5,2,778,159,4837.0,2080.0,13.0
548,6,30,100,800,1045.0,13,18524510.0,5.0,18524505.0,3,2,584,209,89.53846153846153,920.3076923076923,24.0
549,6,30,100,800,0.0,1,0.0,0.0,0.0,5,1,732,385,8099.0,584.0,8.0
550,6,30,100,800,0.0,1,0.0,0.0,0.0,5,2,777,100,5157.0,1694.0,11.0
551,6,30,100,800,0.0,1,0.0,0.0,0.0,6,3,442,140,5950.0,4200.0,14.0
552,6,30,100,800,0.0,1,0.0,0.0,0.0,4,2,780,304,505.0,2340.0,24.0
553,6,30,100,800,0.0,1,0.0,0.0,0.0,3,2,450,260,302.0,1880.0,22.0
554,6,30,100,800,0.0,1,0.0,0.0,0.0,6,4,751,169,13966.0,4224.0,11.0
555,6,30,100,800,0.0,1,0.0,0.0,0.0,4,2,794,483,1025.0,1890.0,15.0
556,6,30,100,800,0.0,1,0.0,0.0,0.0,8,2,727,143,62212.0,2048.0,8.0
557,6,30,100,800,0.0,1,0.0,0.0,0.0,5,2,461,131,1414.0,3654.0,21.0
558,6,30,100,800,0.0,1,0.0,0.0,0.0,4,1,396,172,945.0,868.0,20.0
559,6,30,100,800,0.0,1,0.0,0.0,0.0,6,1,785,388,3623.0,1890.0,18.0
560,6,30,100,800,0.0,1,0.0,0.0,0.0,4,3,716,395,1509.0,2604.0,17.0
561,6,30,100,800,0.0,1,0.0,0.0,0.0,7,4,678,167,46891.0,3488.0,8.0
562,6,30,100,800,0.0,1,0.0,0.0,0.0,4,2,656,103,352.0,2470.0,25.0
563,6,30,100,800,0.0,1,0.0,0.0,0.0,6,4,705,199,7074.0,7560.0,18.0
564,6,30,100,800,1398.5,16,60687782.0,8.0,60687774.0,4,4,681,237,235.125,1967.75,26.0
565,6,30,100,800,1140.0,15,957.0,9.0,948.0,2,3,482,380,69.13333333333334,700.2,26.0
566,6,30,100,800,0.0,1,0.0,0.0,0.0,6,3,441,132,4454.0,3861.0,13.0
567,6,30,100,800,0.0,1,0.0,0.0,0.0,4,2,742,297,2866.0,1298.0,11.0
568,6,30,100,800,0.0,1,0.0,0.0,0.0,5,3,704,517,5463.0,2541.0,11.0
569,6,30,100,800,0.0,1,0.0,0.0,0.0,4,1,730,229,1235.0,945.0,18.0
570,6,30,100,800,1422.67,15,229647.0,8.0,229639.0,3,3,586,502,189.26666666666668,1037.2,15.0
571,6,30,100,800,0.0,1,0.0,0.0,0.0,6,3,480,266,8226.0,3861.0,13.0
572,6,30,100,800,3900.0,14,52374643.0,7.0,52374636.0,2,1,780,132,13.928571428571429,140.64285714285714,29.0
573,6,30,100,800,0.0,1,0.0,0.0,0.0,4,3,797,194,2104.0,2160.0,12.0
574,6,30,100,800,1744.0,15,2725493.0,7.0,2725486.0,3,3,677,436,288.46666666666664,1521.4,19.0
575,6,30,100,800,0.0,1,0.0,0.0,0.0,4,3,796,283,2758.0,2379.0,14.0
576,6,30,100,800,0.0,1,0.0,0.0,0.0,5,3,612,228,1978.0,4536.0,19.0
577,6,30,100,800,0.0,1,0.0,0.0,0.0,5,2,496,131,5623.0,1520.0,10.0
578,6,30,100,800,0.0,1,0.0,0.0,0.0,8,2,761,131,4497.0,6300.0,21.0
579,6,30,100,800,0.0,1,0.0,0.0,0.0,5,2,615,124,3812.0,2656.0,16.0
580,6,30,100,800,0.0,1,0.0,0.0,0.0,3,1,710,339,221.0,720.0,22.0
581,6,30,100,800,0.0,1,0.0,0.0,0.0,4,2,571,313,282.0,2176.0,26.0
582,6,30,100,800,698.0,12,22628.0,6.0,22622.0,2,2,188,134,79.66666666666667,539.0,16.0
583,6,30,100,800,1275.42,16,87019104.0,11.0,87019093.0,4,4,661,443,998.0,1721.75,17.0
584,6,30,100,800,1038.0,14,2120888.0,7.0,2120881.0,3,3,619,135,141.64285714285714,1279.2857142857142,26.0
585,6,30,100,800,1773.0,15,152746.0,7.0,152739.0,3,3,605,139,124.33333333333333,1037.6,26.0
586,6,30,100,800,0.0,1,0.0,0.0,0.0,2,1,433,275,52.0,504.0,28.0
587,6,30,100,800,0.0,1,0.0,0.0,0.0,4,3,427,162,1621.0,3264.0,17.0
588,6,30,100,800,1125.67,14,2312.0,7.0,2305.0,2,3,632,217,94.35714285714286,1248.4285714285713,22.0
589,6,30,100,800,1308.0,14,14454501.0,9.0,14454492.0,4,3,607,367,361.64285714285717,1944.642857142857,21.0
590,6,30,100,800,0.0,4,0.0,0.0,0.0,3,1,617,329,354.5,460.0,13.0
591,6,30,100,800,483.0,17,13329417.0,16.0,13329401.0,5,5,629,122,2034.3529411764705,3800.0,10.0
592,6,30,100,800,0.0,1,0.0,0.0,0.0,5,4,605,136,6005.0,4536.0,16.0
593,6,30,100,800,0.0,1,0.0,0.0,0.0,5,1,716,133,789.0,1512.0,23.0
594,6,30,100,800,0.0,1,0.0,0.0,0.0,7,4,768,118,13302.0,6720.0,17.0
595,6,30,100,800,0.0,1,0.0,0.0,0.0,6,4,763,164,12665.0,4224.0,14.0
596,6,30,100,800,603.0,15,12356062.0,9.0,12356053.0,4,4,491,112,640.5333333333333,3172.0,13.0
597,6,30,100,800,0.0,1,0.0,0.0,0.0,6,1,512,134,1114.0,2507.0,23.0
598,6,30,100,800,0.0,1,0.0,0.0,0.0,7,2,689,147,23975.0,1998.0,9.0
599,6,30,100,800,992.0,13,66580288.0,8.0,66580280.0,3,2,740,140,124.61538461538461,818.0,23.0
